id;;quizzes;;solutions;;cules;;difficulty;;
327,.4....56.8......31..1.432....8.17...2...3..1......5...9.38...2.....9..8...4..6..7,347182569825769431691543278438617952259438716716925843963874125572391684184256397,26,3.9;
328,....19.2.4...2..6...93....7...2.3...17......9....9.3.4.96...83..5.6.............1,637419528418527963529386147984253716173864259265791384796142835351678492842935671,24,3.1;
330,...8.6.....8....5113..2...4..4..839....64...7.1.......569..4.7..73.5.............,745816239928437651136529784654178392392645817817392546569284173273951468481763925,25,2.9;
331,..59....2.......653...5.7.....6.74...31...........1.....3..56..6....8..17.2.6.8.3,175946382249783165386152794528637419931824576467591238893215647654378921712469853,25,2.3;
334,...384...34.7...1....6....5........1....38.2..6....74..26..........1....4.7...2..,651384972342795816798621435284976351175438629963152748526843197839217564417569283,22,3.0;
338,...28...7..6..783.......6.4...3...46.8.6.......9......42...319...39.2......1..2..,341286957596417832872539614215398746784651329639724581427863195153972468968145273,25,2.4;
339,.2.............74.7..6...15347.5.8..2.98...........9..8..5..6......7...36.3..9..7,421795368536128749798634215347951826269847531185362974874513692952476183613289457,25,2.5;
342,..4.3.6....2.......6..218..9...83....2.4...........985........1....48.53..52.7...,184539627732864519569721834957683142821495376643172985478356291216948753395217468,24,2.9;
345,35....7...9.4...8...1...6.......89..5..9.7..1..6.1..75.......9....793....4....1..,352689714697431582481572639174358926528967341936214875863145297215793468749826153,24,4.6;
349,...8....9.....1..47..5..1..6.5....4..493.5..7.3.4...6..937......7.....51.....2...,312846579958271634764539182625197348849365217137428965593714826276983451481652793,25,2.8;
350,.......9..43752...1.7.9....3.9.2..8..2.18..........5.........52.....1..8..42.6.3.,285614397943752816167398245379425681526183974418967523631849752792531468854276139,25,2.1;
351,.....5..4.59..6.2.37.9.........6..59....918.......32....2..9.7..9...251...1.7....,128735694459186723376924185814267359235491867967853241582319476793642518641578932,26,2.2;
352,...4.....1..7..3.6.6.85...45.........1.....6..2.3415..........974.....1....6.97..,375416928184792356962853174593267481417985263628341597256174839749538612831629745,24,2.3;
353,.4..5.6....9718........4...936....1..........2.8...94....3....2..7..95..16.2.....,742953681659718324381624759936472815514896273278531946895347162427169538163285497,24,3.1;
365,.8..9.5...7.....62.64..81.............5...7.173..52......93....2485...9......4...,182796543973415862564328179419873256825649731736152984651937428248561397397284615,25,3.5;
367,.93...........16..1....58....9.....7.64....2..75..3......418.7...7.2...9....9...8,493682751758931642126745893819254367364879125275163984932418576587326419641597238,24,3.5;
368,.4....5..1..9.6..3.7......67.6....4..3......8....816....4...1.....8..29..9..4....,643278519128956473975413826786532941231694758459781632564329187317865294892147365,23,2.4;
384,..71....51...45....4.8.....3...6..1.....2...861......7........2.....347.79..58...,267139845189645723543872196328567914974321658615984237431796582856213479792458361,24,4.3;
393,.......6.573..4.......31.9.2..67..4..15.9...63....8......72..1.......652......8..,891257463573964128426831795289673541715492386364518279638725914147389652952146837,25,2.4;
399,.4.......2..5.......7.3..56....98..41.....72.....2...14.8..6....259..4..9.....1..,546872319231569847897431256762198534159643728384725691418356972625917483973284165,24,3.1;
403,.641....89......1478...3........7...15...6........8539.9.....5......2...3.75..6..,564179328923865714781423965238957146159346287476218539692734851815692473347581692,25,2.4;
410,79....8........95..2..8...65..3..2...37..5......14....16......9...5...3....47...2,791653824648721953325984716519368247437295681286147395164832579972516438853479162,24,2.8;
412,..19...8...5.......4..6..91.......695..8.....36......4.2...5...18..74..6.....3..7,631927485895431672247568391478312569519846723362759814724695138183274956956183247,24,2.4;
414,....2.4.5..9.....87..84..1...1..3..6..32..75.5..6........97.........6.2.8...5....,368721495419365278752849613271583946683294751594617382126978534945136827837452169,24,2.8;
416,3....75....2.8.....5.96............18..3..74..9...185.4.875.2...3...96...6.......,386127594942583167157964382573648921821395746694271853418756239235419678769832415,26,3.0;
419,.35..6.....1.....5....9...16.4.8..9....7....8.7..13.4.3..8.7.2........5.4.9.....6,935176284741238965862495731614582397293764518578913642356847129187629453429351876,25,2.3;
424,.1...6.....618..5.3........6...9...5583.6..9...9.38.7.........725.....4.7.....1.8,815976234426183759397245816672491385583762491149538672931824567258617943764359128,26,4.6;
426,.3..8........3.2.64...59...8......9....7.......2..5..7..1..6.49.47.....1.....36..,235687914789134256416259783874362195563791428192845367321576849647928531958413672,23,3.5;
427,3.2......7...9...6..8..6.12....5.3.9.......8....7.31..83.5..2....76.....5.......7,362415798751892436498376512624158379173924685985763124839547261247681953516239847,24,3.4;
428,27......5.......6...937....5.1.3..42......6..9...2..57.8........5.6....4..7.4..2.,273168495815294763649375218561739842724581639938426157486952371352617984197843526,24,2.1;
431,.....1.3....4....7.79.........6.8....2.94....4......1.......1....8..725.2.6.3..79,584791632132486597679352481795618324821943765463275918357829146948167253216534879,23,4.6;
433,8...3.4.1.752......1...9..........47.....3..978....52.5...........5...32.36.4..5.,892635471475218396613479285359821647264753819781964523528397164147586932936142758,25,3.3;
434,.4.2.9...1...7..84.9.....6..5.....4......35.1..16....3..97....67......1...21.4.3.,346289175125376984897451362253917648674823591981645723419738256738562419562194837,26,2.4;
439,..5.....8.1.6.9.....2.1.......7...46.39....7.....2.3.....8...514.3.7......6......,965247138314689527872315694521738946639154872748926315297863451483571269156492783,22,3.7;
442,......146..4..8.9.1.69....3....61.878...9..6..............4...865.2..9..2.3......,982753146534618792176924853395461287827395461461872539719546328658237914243189675,25,2.2;
444,.....92.58...32..15...87.9.6....3..89.......6....7..5...4........13....9.6..41...,437169285896532471512487693645913728978254316123678954384795162751326849269841537,25,2.6;
445,8.674...5..........12....47...5.....5.9.6.........1.2....1...5...78....945...93..,896743215745216893312985647184527936529368471673491528968132754237854169451679382,24,4.3;
447,...92...4...5..92.....6..3.8..4....66......72.5.....8..86..9...51.3.4.....9.....7,175923864368547921924168735897432516641895372253716489786259143512374698439681257,25,3.5;
450,....839.........5.9.65..2.3....6.8.4.1..7...6.2.9........8.7.....4.....95......6.,251683947843792651976541283397165824415278396628934175169857432784326519532419768,23,2.5;
455,........8..1.4.7...58.71...93.2.......7..5.86.......9....958.7......3....96.....3,479532168621849735358671429934286517217495386865317294143958672582763941796124853,24,4.7;
456,.......651.....7....7.5.9...8.2.1379.....912...........23......6..7...9.....9653.,439178265152964783867352914586241379374589126291637458923815647645723891718496532,25,2.8;
458,....5..4...3.4.2.....6..5..2.5.....64...7.3.97.9..1...6.......89.21...5......9...,196352847573948261824617593235894176418576329769231485641725938982163754357489612,24,2.6;
461,2.....69......9....3...57..4.8.5......73.61..39.4..5.6....4...18.6..........72...,285714693674239815139865724468951372527386149391427586752648931846193257913572468,25,3.0;
462,.19....3......7....68.9.....762....39..3...2.....1679...3.4.9.........1.6.7....85,219864537345127869768593241476289153981375624532416798153648972894752316627931485,26,3.3;
466,...16.32..59.3..87....7....4......9.1....9.7.5.6...4......9..16......8...3.8...5.,847165329659234187312978564473651298128349675596782431285493716961527843734816952,25,2.6;
467,6....519....4...78..8.1.5...7.......5....26...1.5.3.2...1.682..4...........3.1...,647835192195426378238719564372694815584172639916583427751968243463257981829341756,25,3.0;
468,...........6.3.1.8..8.54..7.1...3......47...97...8.3.63.1..7.9..5.......9..6.25..,173826954546739128298154637819263475635471289724985316361547892452398761987612543,26,2.6;
476,1....3.6..94.........9.6.2...........32..4...5..3....1.7..8..43.4...15.2..9......,125843769694217358783956124418579236932164875567328491271685943346791582859432617,23,2.4;
483,5..8...7..325.6..8....37.....5.9..2....3....6..7.6.1.......35.........8..43...21.,596842371732516948418937652365198724124375896987264135271483569659721483843659217,25,3.0;
486,....3.74....56....2...7..389...2.15...........56..78...3.15....8.2......61......3,598231746374568291261479538983624157127985364456317829739156482842793615615842973,25,2.6;
487,.6....43.8......6....2....5.7...8....4..13...35...914........7.4.78..91...1..23..,962587431815394762734261895179458623246713589358629147593146278427835916681972354,26,3.7;
488,...........2..9.814.5.3..92..34.....2...8.4........67...9....2475.2.1......8.....,987512346632749581415638792593476218276185439148923675869357124754291863321864957,24,2.2;
489,..3..6.7....2.......6.9..48.....34.6.6....73......75..5...2.....1.7.5.9...4...8..,243586971981274653756391248127953486465812739398647512539428167812765394674139825,24,2.9;
490,..9..78.3.........8...3.4.91.4......9....1..436..42...6.72...3......395.....7....,459127863736489215821536479184795326972361584365842791697254138248613957513978642,25,6.5;
491,.5...1.2......69.49..4..1....26..4..8.974...........93....67.....1...8.947..9.3..,354981627127536984986472135732659418819743256645218793293867541561324879478195362,27,2.9;
493,23.6....51..2..........84...8..9.3..6...21...9....6.5...9....6...41....935.....4.,238649175147253698596718423482597316675321984913486752729834561864175239351962847,25,2.8;
498,.1.5...4.98..4.........13....4.5..2.....6..13...9....6...7....41.7..26..6.94.....,216539748983647251475821369364158927798264513521973486852796134147382695639415872,25,3.7;
502,....4.....8.1..7..7.....5...4...2.7.....97...8.94....3..423.....2...93.1.6.....9.,295743186486125739731986524143862975652397418879451263914238657528679341367514892,24,2.4;
506,..5.2...726...8..5...15..4....7.....59.4.......7...8.........31..1..6...7..5..92.,915624387264378195873159642486735219592481763137962854629847531351296478748513926,24,3.0;
509,......7.1..3.69....95.72...3.6.......52..7......62...4..4...27..3......67.....8..,628435791173869452495172368346581927852947613917623584584316279239758146761294835,24,2.9;
510,.65...9..........1..271.845......1.......4.....4287....2...3.1.....4...7..78...53,165438972478925361392716845786359124253164789914287536529673418831542697647891253,25,2.5;
514,...6..3..8....5..1.59......1......36.7..2..8.....697....3.84.1.6...9............7,217648359864935271359271468142857936976423185538169724793584612681792543425316897,23,3.2;
523,62..8....78..61..3.........2.571..6.........5.3.9.21....8...9..........75..47...6,623584791789261453451397628245713869917846235836952174178635942364129587592478316,25,2.4;
527,.92...6.37..9...8.368..1.4.....7...4...81.26....36...51.7..5...........1.8.....5.,592748613741936582368251749216579834953814267874362195137695428625483971489127356,27,2.4;
534,..1..23.4.2...8..17....3...56.2..4....7..619.....4..3...2............6.....16..59,951672384324958761786413925569231478437586192218749536642395817195827643873164259,25,2.2;
547,5...289...6...92.....7....66...3..7.......1..3....7.4....59.....9..4....842......,573628914468319257219754836624931578987465123351287649736592481195843762842176395,23,2.2;
552,..6......7..5..4.35..1...2.3.8.....51...5.3.....2.8..9..1......2..7.....495..16..,936482751712569483584173926348917265129654378657238149871346592263795814495821637,25,4.3;
555,2..4..1.88.7..1....3..2...7.95..68..4............5...3..8....3.5.3.7.9....1....7.,259437168867591324134628597395746812486312759712859643978265431523174986641983275,25,3.0;
556,1.9.......6......33...94.2.7..........2..9.1...64.79.......1.8....3...5..5.8..7..,189235476264718593375694128798123645432569817516487932627951384841376259953842761,23,3.4;
561,......8...1.93.24....7....3..5..7..9.396...84..6.......8.4...1.....897....7..3...,673524891518936247294718653125847369739652184846391572382475916461289735957163428,25,2.1;
562,78...5.4..6..4.3....57..9..6..17....43...6..8......61.8.......39...57.....3...5..,789635142162948357345721986698172435431596278527483619854219763916357824273864591,26,2.2;
563,86.9..1..4..2....7..9..4.6...7.4...6...3......4...5..12......9.....3.2....31.2..4,862973145451286937379514862137849526528361479946725381214658793695437218783192654,25,3.6;
575,8.9.3..2....95..1..6....3......1.47..53.....1...4.8...6.........17..2.5.........9,849136527732954618561287394298513476453769281176428935685391742917642853324875169,23,3.8;
585,3.8..6...1..2.3.8...6....13.5.3....2..2....6.6.....9.....7..8.......2.47.4189....,398146725174253689526987413459368172812579364637421958265734891983612547741895236,26,3.2;
593,.143....9.5.......9...6....6..98...3...547.8.2.........296....4....9.......2.51..,714358269856429731932761548675982413391547682248136957529613874167894325483275196,24,2.3;
595,....8.6....4...9.5538....7...27......9.8.4.37...59.2....7....6...69.7........2..1,179485623264371985538269174852713496691824537743596218427158369316947852985632741,26,2.9;
601,1.8.4....3..69.4......3..569.6....71...75....5.3.............27.4.5.6.9..........,168245739352697418794831256926483571481759362573162984635914827847526193219378645,24,2.7;
604,..7........6..8..9.4..3...8...1.59.7.94....2....2..3...81.67......4......3...95..,857941632326758419149632758263185947594376821718294365481567293975423186632819574,24,2.2;
610,.7.5.18.........57.8....2.3...9....2.1..3.6..3....8........7......61..9.1..3..58.,273541869961283457485769213748956132519432678326178945654897321832615794197324586,24,2.1;
614,.6..94...42..3...1..3.......5...2...6..1...8..348.7.5...8....3.7.....8.......64..,167594328425638971983271546851942763679153284234867159518429637746315892392786415,24,2.4;
616,..8.5.3..1..3....86..2.85..31.564....69........4.............7.9..7..1.65..43....,498651327125347968637298514312564789869173245754829631286915473943782156571436892,26,2.4;
620,..57....41....57..8.........8..92.1........892..6..4...4....6..3....1..8..65.....,635719824129845763874236195487392516563174289291658437748923651352461978916587342,23,2.3;
626,....4.....8...2..55.....2.4.3..9...64.1...9......1...3..9.7..6......4.7..48....32,692541387184732695573986214837495126461327958925618743259873461316254879748169532,24,2.2;
628,2..........56....4.7....8.....4.3..13..7...6.5.6.1....7......5..1..4..73....2.9..,268394715135678294479251836987463521321785469546912387794836152812549673653127948,23,3.1;
631,82...93......1.9.5.3...7..26.8....3.9.3..5....7.......3...4......6...1.4.958.....,821659347764312985539487612658124739943765821172938456317246598286593174495871263,25,2.3;
635,..542....3..7..418.6........4...2..1......9.55...7..3.....873...5.9...8...7.1...6,175428693392756418468193572849532761736841925521679834614287359253964187987315246,26,2.8;
637,...18......1......9..54.26.6..9.............3.9746....5..3.....16..9.4..4.3.....2,256189374741236589938547261625913748814752693397468125579324816162895437483671952,24,2.5;
